gene_id,Gene_Name,3xTG_AD_Cortex_R1,3xTG_AD_Cortex_R3,3xTG_AD_Cortex_R4,WT_Cortex_R10,WT_Cortex_R17,WT_Cortex_R9
ENSMUSG00000071428,Vmn1r27,0,0,0,0,0,0
ENSMUSG00000071434,Ulbp3,0,0,0,0,0,0
ENSMUSG00000071451,Psmg4,114,147,159,149,147,158
ENSMUSG00000071452,Serpinb9h,0,0,0,0,0,0
ENSMUSG00000071454,Dtnb,2461,2646,2122,2925,2855,2404
ENSMUSG00000071456,1110002L01Rik,1908,1988,2004,2210,2114,1988
ENSMUSG00000071466,,0,0,0,0,0,0
ENSMUSG00000071470,Ccnb1ip1,24,34,31,25,19,28
ENSMUSG00000071471,Krtap26-1,0,0,0,0,0,0
ENSMUSG00000071475,Rpl21-ps5,0,0,0,0,0,0
ENSMUSG00000071477,Zfp777,822,1106,873,1006,902,908
ENSMUSG00000071478,H2ac7,25,30,24,36,36,34
ENSMUSG00000071481,Or2a52,0,0,0,0,0,0
ENSMUSG00000071489,Ptgdr,44,49,59,44,34,46
ENSMUSG00000071490,Vmn1r212,0,0,0,0,0,0
ENSMUSG00000071491,Vmn1r209,1,0,0,0,3,0
ENSMUSG00000071493,Vmn1r208,1,0,0,0,1,0
ENSMUSG00000071494,Or10ac1,0,0,0,0,1,0
ENSMUSG00000071497,Nutf2-ps1,0,0,0,4,0,0
ENSMUSG00000071506,Tmem139,0,0,0,2,0,2
ENSMUSG00000071510,Or5k1b,0,0,0,0,0,0
ENSMUSG00000071516,H2ac13,25,28,22,35,34,32
ENSMUSG00000071517,Prss3l,9,9,20,22,0,17
ENSMUSG00000071519,Prss3,4,5,5,7,0,6
ENSMUSG00000071521,Try10,0,0,1,0,0,0
ENSMUSG00000071522,Or2w1,0,0,0,0,0,0
ENSMUSG00000071528,Atp5mk,2012,2058,1930,2173,2414,2230
ENSMUSG00000071531,Gprin2,10,6,8,13,11,11
ENSMUSG00000071532,Gm10335,2,7,8,4,8,7
ENSMUSG00000071533,Pcnp,4330,4655,4784,5325,4932,5407
ENSMUSG00000071537,Klrg2,14,18,13,29,15,21
ENSMUSG00000071540,3425401B19Rik,3,5,3,14,4,12
ENSMUSG00000071547,Nt5dc2,80,105,93,81,86,65
ENSMUSG00000071550,Cfap44,197,109,98,228,243,160
ENSMUSG00000071551,Akr1c19,1,0,1,0,1,1
ENSMUSG00000071552,Tigit,7,1,2,6,12,2
ENSMUSG00000071553,Cpa2,58,55,63,58,70,55
ENSMUSG00000071561,Cstdc5,0,0,0,0,0,0
ENSMUSG00000071562,Stfa1,0,1,0,0,0,1
ENSMUSG00000071567,,2533,2914,2696,2476,2740,2073
ENSMUSG00000071568,Gm5874,0,0,0,0,0,0
ENSMUSG00000071573,Rnls,79,67,63,100,64,73
ENSMUSG00000071586,Gm10337,270,343,346,314,308,288
ENSMUSG00000071591,4930521O11Rik,17,4,3,16,8,11
ENSMUSG00000071604,Entrep1,382,517,477,488,437,404
ENSMUSG00000071613,Gm10340,60,4,8,6,10,10
ENSMUSG00000071629,Or5b120,0,0,0,0,0,0
ENSMUSG00000071632,2510002D24Rik,427,545,460,437,516,471
ENSMUSG00000071633,Gm4952,9,11,8,22,13,7
ENSMUSG00000071636,Rimbp3,79,100,70,109,52,125
ENSMUSG00000071637,Cebpd,108,199,103,97,77,128
ENSMUSG00000071640,Stxbp3-ps,4,8,5,13,12,22
ENSMUSG00000071644,Eef1g,5180,5417,5600,5920,6624,5410
ENSMUSG00000071645,Tut1,701,927,813,848,767,760
ENSMUSG00000071646,Mta2,1521,1771,1803,1789,1583,1672
ENSMUSG00000071647,Eml3,484,784,611,618,575,607
ENSMUSG00000071648,Rom1,69,107,115,146,106,130
ENSMUSG00000071649,B3gat3,2600,3170,2781,3296,3176,3250
ENSMUSG00000071650,Ganab,3804,3685,3896,4024,4120,3662
ENSMUSG00000071652,Ints5,800,815,863,964,950,888
ENSMUSG00000071653,1810009A15Rik,219,252,248,282,297,256
ENSMUSG00000071654,Uqcc3,245,299,260,280,314,316
ENSMUSG00000071655,Ubxn1,1289,1442,1347,1582,1488,1371
ENSMUSG00000071656,Lrrn4cl,31,46,40,25,27,38
ENSMUSG00000071657,Bscl2,5051,5666,5617,5125,5996,5366
ENSMUSG00000071658,Gng3,2979,3227,3308,3020,3690,3298
ENSMUSG00000071659,Hnrnpul2,7097,7194,7604,7923,6676,7970
ENSMUSG00000071660,Ttc9c,936,977,1075,1185,937,1139
ENSMUSG00000071661,Zbtb3,80,87,90,96,103,80
ENSMUSG00000071662,Polr2g,1294,1452,1432,1408,1485,1339
ENSMUSG00000071665,Foxr2,45,37,25,21,51,26
ENSMUSG00000071669,Snx29,416,431,374,452,321,344
ENSMUSG00000071671,Gm10343,6,9,5,2,5,4
ENSMUSG00000071679,Rtl4,137,142,104,188,154,118
ENSMUSG00000071680,Gm7123,0,0,0,0,0,0
ENSMUSG00000071686,Tex13a,3,1,1,5,1,5
ENSMUSG00000071691,Top6bl,281,377,298,384,316,338
ENSMUSG00000071708,Sms,3152,2699,2925,3054,3005,3141
ENSMUSG00000071711,Mpst,457,492,539,534,526,506
ENSMUSG00000071713,Csf2rb,63,79,61,62,57,47
ENSMUSG00000071714,Csf2rb2,94,57,43,61,48,72
ENSMUSG00000071715,Ncf4,34,37,38,26,23,23
ENSMUSG00000071716,Apol7e,4,5,10,8,4,11
ENSMUSG00000071719,Nalf2,616,475,521,525,932,517
ENSMUSG00000071721,1700010D01Rik,4,5,4,10,0,5
ENSMUSG00000071722,Spin4,20,23,22,20,12,30
ENSMUSG00000071723,Gspt2,1031,1009,987,969,1222,869
ENSMUSG00000071724,Smpd5,43,47,23,48,36,37
ENSMUSG00000071726,Gm5941,0,0,0,0,0,1
ENSMUSG00000071735,,3,2,6,6,17,1
ENSMUSG00000071738,Cldn34b3,0,0,0,0,0,0
ENSMUSG00000071745,Pwwp4b,39,13,20,32,52,20
ENSMUSG00000071748,Styx-ps,3,4,4,4,6,2
ENSMUSG00000071749,4933412E24Rik,0,0,0,0,0,0
ENSMUSG00000071750,Gm7713,0,0,0,0,0,0
ENSMUSG00000071753,Cdr1os,780,857,631,1264,938,1026
ENSMUSG00000071757,Zhx2,498,463,510,519,614,503
ENSMUSG00000071763,Gm53064,4,7,7,8,11,6
ENSMUSG00000071764,Or11q2,0,0,0,0,0,0
ENSMUSG00000071766,Rhox12,1,0,0,0,0,0
ENSMUSG00000071767,Rhox7a,1,0,0,0,0,0
ENSMUSG00000071769,Rhox3h,0,0,0,0,0,0
ENSMUSG00000071770,Rhox4e,0,0,0,0,0,0
ENSMUSG00000071771,Rhox4b,0,0,0,0,0,0
ENSMUSG00000071772,Rhox3a,0,0,0,0,0,0
ENSMUSG00000071773,Rhox1,0,0,0,0,0,0
ENSMUSG00000071788,Gm14525,0,0,0,0,0,0
ENSMUSG00000071793,2610005L07Rik,6771,5086,5113,12304,9510,12537
ENSMUSG00000071796,6820431F20Rik,9919,7060,6934,16772,13783,17465
ENSMUSG00000071815,Fthl17e,0,0,0,0,0,0
ENSMUSG00000071816,Ssxb5,6,26,13,17,3,14
ENSMUSG00000071818,4930417O22Rik,2,4,4,3,0,2
ENSMUSG00000071847,Apcdd1,521,388,527,825,951,645
ENSMUSG00000071855,Ccdc112,478,425,348,429,456,368
ENSMUSG00000071856,Mcc,862,1081,988,1288,790,1179
ENSMUSG00000071858,Gm94,0,0,1,0,0,0
ENSMUSG00000071860,,43,45,56,75,35,103
ENSMUSG00000071862,Lrrtm2,1715,1742,1848,2155,1522,2444
ENSMUSG00000071866,Ppia,20278,22133,21261,22452,21944,21781
ENSMUSG00000071867,Mrpl27-ps,57,91,78,89,47,83
ENSMUSG00000071890,Mroh9,0,0,1,0,2,0
ENSMUSG00000071893,Vmn1r4,6,7,6,6,12,6
ENSMUSG00000071909,Nutm2,2,2,0,0,0,1
ENSMUSG00000071937,Adam25,0,0,0,0,0,0
ENSMUSG00000071952,Gm10351,0,0,0,0,0,0
ENSMUSG00000071984,Fndc1,290,203,160,245,415,219
ENSMUSG00000072049,Vmn2r121,0,0,0,0,0,0
ENSMUSG00000072066,Zfp1008,16,23,19,18,21,20
ENSMUSG00000072068,Gm16261,0,6,0,22,0,11
ENSMUSG00000072082,Ccnf,132,174,155,176,193,204
ENSMUSG00000072100,Cldn34b1,0,0,0,0,0,0
ENSMUSG00000072109,A530040E14Rik,7,0,2,2,2,6
ENSMUSG00000072115,Ang,27,45,28,28,29,35
ENSMUSG00000072145,BC061237,1,0,0,0,1,1
ENSMUSG00000072188,Speer4e2,0,0,2,3,3,3
ENSMUSG00000072214,Septin5,15828,19344,17111,20399,19922,17261
ENSMUSG00000072235,Tuba1a,26278,24671,25146,31135,33040,24968
ENSMUSG00000072244,Trim6,13,9,10,8,10,11
ENSMUSG00000072249,Fthl17f,0,0,0,0,0,0
ENSMUSG00000072255,Rpl31-ps17,1,0,1,0,1,0
ENSMUSG00000072258,Taf1a,644,764,647,785,787,709
ENSMUSG00000072259,Gm5592,0,0,0,1,0,0
ENSMUSG00000072294,Klf12,158,185,136,512,124,443
ENSMUSG00000072295,C2cd6,2,3,1,1,3,2
ENSMUSG00000072324,Gm8420,0,0,0,0,0,0
ENSMUSG00000072381,Gm10355,0,0,0,0,0,0
ENSMUSG00000072387,Gm10356,2,3,3,2,2,1
ENSMUSG00000072407,Gm6419,0,0,0,0,0,0
ENSMUSG00000072419,Dppa2,0,0,0,0,0,0
ENSMUSG00000072421,Gm10357,9,4,10,22,12,13
ENSMUSG00000072423,Psmb11,9,10,3,17,12,22
ENSMUSG00000072432,,2,0,1,0,0,2
ENSMUSG00000072437,Nanos1,754,747,707,743,855,720
ENSMUSG00000072460,Atp5l-ps1,0,0,0,0,0,2
ENSMUSG00000072473,1700024G13Rik,6,0,2,3,5,0
ENSMUSG00000072476,Rnf26rt,0,0,0,0,0,0
ENSMUSG00000072477,Gm10360,0,0,0,0,0,0
ENSMUSG00000072479,Xlr5b,2,0,0,4,1,4
ENSMUSG00000072487,Mroh5,330,320,213,278,416,235
ENSMUSG00000072492,Gm10364,2,3,0,1,8,4
ENSMUSG00000072494,Ppp1r3e,161,155,164,198,168,164
ENSMUSG00000072501,Phf20l1,2948,3693,3541,4461,2804,4246
ENSMUSG00000072511,Hhla1,2,1,1,3,0,2
ENSMUSG00000072541,Gm5046,0,0,0,0,0,1
ENSMUSG00000072553,Gm525,7,6,7,8,6,6
ENSMUSG00000072568,Lratd2,350,331,493,397,242,440
ENSMUSG00000072571,Tmem253,53,56,61,52,70,54
ENSMUSG00000072572,Slc39a2,174,209,273,189,268,222
ENSMUSG00000072573,Gm10369,34,46,52,66,44,60
ENSMUSG00000072574,Gm17184,0,0,0,0,0,0
ENSMUSG00000072575,Eddm3b,0,0,0,0,0,0
ENSMUSG00000072576,Gm16020,3,1,0,0,1,1
ENSMUSG00000072582,Ptrh2,557,511,520,371,426,358
ENSMUSG00000072584,Gm7489,5,2,6,18,1,11
ENSMUSG00000072589,Gm10371,426,552,563,529,576,478
ENSMUSG00000072591,Fzd10os,133,161,183,83,108,99
ENSMUSG00000072592,Gm10373,7,13,4,9,6,3
ENSMUSG00000072594,Gm16439,18,25,28,28,12,28
ENSMUSG00000072595,4930503E14Rik,1,2,3,0,0,1
ENSMUSG00000072596,Ear2,0,2,2,0,0,0
ENSMUSG00000072598,Ang6,0,0,0,0,0,0
ENSMUSG00000072599,Ear-ps2,0,0,0,0,0,0
ENSMUSG00000072600,Ear-ps9,0,0,0,0,0,0
ENSMUSG00000072601,Ear1,2,0,1,0,1,1
ENSMUSG00000072605,Gm10376,0,0,1,0,1,0
ENSMUSG00000072612,Gm10382,277,302,178,487,406,320
ENSMUSG00000072613,,2,4,10,1,1,1
ENSMUSG00000072616,Gm7853,0,0,0,0,0,0
ENSMUSG00000072618,Gm10384,19,14,9,13,17,8
ENSMUSG00000072620,Slfn2,15,12,14,24,13,16
ENSMUSG00000072621,Slfn10-ps,1,6,4,4,0,4
ENSMUSG00000072623,Zfp9,720,849,707,794,705,754
ENSMUSG00000072624,Gm5460,1,1,0,0,0,0
ENSMUSG00000072625,Gdf2,0,0,0,1,0,1
ENSMUSG00000072640,Lyrm9,1506,1525,1193,1792,1864,1413
ENSMUSG00000072647,Adam1a,253,295,339,429,486,525
ENSMUSG00000072653,Zfp783,522,512,530,479,506,427
ENSMUSG00000072660,Gm6288,31,24,26,50,33,29
ENSMUSG00000072662,Mansc4,79,71,89,64,51,56
ENSMUSG00000072663,Spef2,57,36,40,77,55,77
ENSMUSG00000072664,Ugt3a1,0,1,3,1,0,1
ENSMUSG00000072672,,22,45,43,78,66,96
ENSMUSG00000072673,Gm10392,8,12,9,11,12,9
ENSMUSG00000072674,,29,48,37,144,170,109
ENSMUSG00000072675,,26,45,43,78,66,96
ENSMUSG00000072676,Tmem254,221,238,228,733,813,674
ENSMUSG00000072677,Sox5it,1,0,0,2,0,0
ENSMUSG00000072679,D6Ertd474e,5,14,19,24,12,28
ENSMUSG00000072680,,218,229,222,710,789,660
ENSMUSG00000072683,Gm7457,1326,1272,1341,1662,1396,1604
ENSMUSG00000072686,Gm10398,0,0,0,0,0,0
ENSMUSG00000072688,Gm10399,4,3,3,0,1,0
ENSMUSG00000072692,Rpl37rt,567,678,663,665,816,608
ENSMUSG00000072693,,342,433,397,506,482,413
ENSMUSG00000072694,2610524H06Rik,1871,2043,1850,1988,2393,1836
ENSMUSG00000072704,Smim10l1,2822,3176,3229,3783,2956,3427
ENSMUSG00000072707,Or2t1,17,19,11,0,0,2
ENSMUSG00000072708,Or1e22,0,0,0,0,0,0
ENSMUSG00000072709,Or1e21,0,0,0,0,0,0
ENSMUSG00000072714,Rpl21-ps4,0,0,0,0,0,0
ENSMUSG00000072717,Klra11-ps,0,0,0,0,0,0
ENSMUSG00000072718,Klra10,0,0,0,0,0,0
ENSMUSG00000072720,Myo18b,136,102,110,141,155,129
ENSMUSG00000072721,Klra14-ps,0,0,0,0,0,0
ENSMUSG00000072722,Ccdc121rt2,139,125,125,113,131,122
ENSMUSG00000072723,Gm10044,6,10,22,20,13,22
ENSMUSG00000072726,Gm5797,16,4,7,7,2,8
ENSMUSG00000072731,Gm16525,25,55,39,35,48,46
ENSMUSG00000072738,Gm16440,4,12,7,14,11,20
ENSMUSG00000072739,Gm10408,34,110,78,104,93,110
ENSMUSG00000072753,9230020A06Rik,0,1,1,0,0,1
ENSMUSG00000072754,Lrcol1,0,0,0,0,0,0
ENSMUSG00000072761,Gm6712,135,162,151,215,126,196
ENSMUSG00000072762,4930522L14Rik,50,59,60,88,60,109
ENSMUSG00000072763,Zfp1007,75,89,115,143,58,95
ENSMUSG00000072768,,34,30,25,48,32,44
ENSMUSG00000072769,Gm10419,3509,4320,3694,4302,3677,3486
ENSMUSG00000072770,Acrbp,593,606,761,590,748,637
ENSMUSG00000072772,Grcc10,1468,1549,1511,1498,1912,1515
ENSMUSG00000072774,Zfp951,58,52,67,98,89,111
ENSMUSG00000072778,Vmn2r27,0,1,1,3,1,1
ENSMUSG00000072780,Vmn2r24,0,0,0,0,0,1
ENSMUSG00000072789,Gm10420,1,2,0,1,2,1
ENSMUSG00000072791,Abcb5,2,0,0,5,0,4
ENSMUSG00000072809,9330160F10Rik,187,243,167,219,211,215
ENSMUSG00000072812,,199,377,163,424,238,352
ENSMUSG00000072813,Pramel55,0,0,1,0,0,0
ENSMUSG00000072814,Pramel54,0,0,0,0,0,0
ENSMUSG00000072821,Pramel53,0,0,0,0,0,0
ENSMUSG00000072822,Pramel37,0,0,0,0,0,0
ENSMUSG00000072825,Cep170b,6694,8882,7366,8840,8227,7440
ENSMUSG00000072834,Gm12298,37,9,9,22,15,15
ENSMUSG00000072837,Mir546,195,207,240,187,190,233
ENSMUSG00000072844,G530011O06Rik,131,437,423,147,112,295
ENSMUSG00000072845,Tmprss11a,1,6,1,1,4,1
ENSMUSG00000072847,A530017D24Rik,637,697,763,598,506,543
ENSMUSG00000072849,Serpina1e,0,1,1,6,4,5
ENSMUSG00000072852,2310040G07Rik,215,259,210,163,177,148
ENSMUSG00000072872,Rybp,1368,1269,1271,1549,1592,1411
ENSMUSG00000072874,Gm6116,2,3,2,2,7,3
ENSMUSG00000072875,Gpr27,202,176,175,206,288,194
ENSMUSG00000072878,Nup50l,60,34,40,41,49,35
ENSMUSG00000072884,Gm10433,8,11,9,3,7,12
ENSMUSG00000072888,Samt2,0,0,0,0,0,0
ENSMUSG00000072889,Nfxl1,671,751,740,784,780,728
ENSMUSG00000072893,4933439C10Rik,928,1361,1455,1018,955,998
ENSMUSG00000072898,,65,90,77,52,82,76
ENSMUSG00000072900,Mir540,8,8,2,6,2,5
ENSMUSG00000072902,Gm10435,41,149,77,33,21,13
ENSMUSG00000072905,Eif1ad3,0,0,2,2,0,0
ENSMUSG00000072915,Gm12258,796,848,855,747,642,759
ENSMUSG00000072918,,66,84,54,71,60,51
ENSMUSG00000072919,Noxred1,76,73,83,82,129,95
ENSMUSG00000072923,Gm10439,0,2,0,0,0,0
ENSMUSG00000072929,Gm15109,0,6,0,0,0,0
ENSMUSG00000072930,Gm15107,0,2,0,0,0,0
ENSMUSG00000072931,Gm15080,0,5,0,0,0,0
ENSMUSG00000072934,Trpc5os,4,15,6,14,4,19
ENSMUSG00000072940,Gm10443,3,0,1,2,4,2
ENSMUSG00000072941,Sod3,78,136,122,247,95,83
ENSMUSG00000072944,Nup62cl,19,10,8,3,11,6
ENSMUSG00000072945,Ripply1,0,0,0,0,0,0
ENSMUSG00000072946,Ptgr2,1017,1087,1211,1204,1004,1135
ENSMUSG00000072949,Acot1,343,377,338,270,382,282
ENSMUSG00000072950,Gm10444,0,1,1,1,1,0
ENSMUSG00000072952,Gm5878,3,5,2,3,6,6
ENSMUSG00000072955,Tmsb15l,166,194,209,189,224,208
ENSMUSG00000072962,Gm16401,7,8,14,16,11,14
ENSMUSG00000072963,,1,0,1,3,2,3
ENSMUSG00000072964,Bhlhb9,1928,1616,1793,1821,2170,1774
ENSMUSG00000072966,Gprasp2,6079,5712,5530,5705,8019,5669
ENSMUSG00000072968,Gm17728,0,1,0,0,0,0
ENSMUSG00000072969,Armcx5,1074,1208,1028,1126,880,1057
ENSMUSG00000072972,Adam4,56,87,61,77,73,90
ENSMUSG00000072974,Gm4787,70,103,76,104,77,106
ENSMUSG00000072978,Gm5830,0,0,0,0,0,1
ENSMUSG00000072980,Oip5,21,34,30,29,28,28
ENSMUSG00000072982,9230009I02Rik,2,3,1,11,5,15
ENSMUSG00000072983,4933414I15Rik,0,0,0,0,0,0
ENSMUSG00000072995,Cpxcr1,0,0,0,0,0,0
ENSMUSG00000072999,Gm15401,42,32,37,64,56,23
ENSMUSG00000073000,Ppp1r36dn,31,10,10,40,36,49
ENSMUSG00000073001,Cylc1,0,0,0,0,0,0
ENSMUSG00000073002,Vamp5,79,112,110,102,88,101
ENSMUSG00000073006,Wmp,0,0,0,0,0,0
ENSMUSG00000073007,Tent5d,204,200,169,241,199,214
ENSMUSG00000073008,Gpr174,0,0,0,2,2,2
ENSMUSG00000073010,Gm5127,27,33,49,24,23,22
ENSMUSG00000073012,Fnd3c2,0,0,1,1,0,0
ENSMUSG00000073016,Uprt,120,89,73,189,73,179
ENSMUSG00000073018,Gm1070,2,5,1,4,6,3
ENSMUSG00000073027,Dmrtc1b,2,2,0,0,1,2
ENSMUSG00000073028,Igkv4-71,0,0,0,0,0,0
ENSMUSG00000073043,Atoh1,0,1,3,0,0,0
ENSMUSG00000073045,Gm5570,2,0,0,0,1,0
ENSMUSG00000073051,Gm14812,0,1,4,1,0,1
ENSMUSG00000073052,D130052B06Rik,0,0,0,0,0,0
ENSMUSG00000073060,Zxda,306,402,341,444,339,433
ENSMUSG00000073062,Zxdb,715,842,744,972,776,838
ENSMUSG00000073063,Hbq1b,139,23,14,11,11,16
ENSMUSG00000073067,9130019P16Rik,781,869,1053,1302,816,1420
ENSMUSG00000073069,Mageb2,0,0,0,0,0,0
ENSMUSG00000073072,,1,0,1,0,0,0
ENSMUSG00000073073,Gm8098,215,221,200,304,196,317
ENSMUSG00000073077,Cfap47,1,3,4,6,2,7
ENSMUSG00000073079,Srp54a,3574,3407,2259,3758,3463,3740
ENSMUSG00000073085,Cldn34b4,0,0,0,0,0,0
ENSMUSG00000073090,,2,0,1,4,0,0
ENSMUSG00000073094,Smim9,12,11,7,12,10,7
ENSMUSG00000073096,Lrrc61,547,621,631,675,636,637
ENSMUSG00000073102,Drc1,630,587,589,832,1303,598
ENSMUSG00000073103,Gm10466,7,5,10,3,9,3
ENSMUSG00000073110,Or2a56,0,0,0,0,0,0
ENSMUSG00000073111,Or2a12,0,0,0,0,1,0
ENSMUSG00000073116,Speer4a2,24,14,19,36,21,51
ENSMUSG00000073117,Gm7347,9,8,10,26,0,33
ENSMUSG00000073119,Speer4a1,11,4,9,19,4,32
ENSMUSG00000073125,Xlr3b,344,10,53,278,52,224
ENSMUSG00000073130,Pasd1,10,11,28,21,45,25
ENSMUSG00000073131,Vma21,1341,1338,1358,1594,1329,1413
ENSMUSG00000073139,Tmem185a,852,869,913,897,941,935
ENSMUSG00000073141,4930567H17Rik,0,0,0,0,0,0
ENSMUSG00000073144,4930599N23Rik,1349,1466,1605,2251,1409,2438
ENSMUSG00000073145,Gm12000,0,1,1,4,2,2
ENSMUSG00000073147,5031425E22Rik,1476,1558,1490,1922,1681,1638
ENSMUSG00000073152,Gm10475,604,448,423,569,757,460
ENSMUSG00000073154,9330158H04Rik,34,71,69,86,46,105
ENSMUSG00000073155,Stmp1,472,445,449,424,412,436
ENSMUSG00000073158,9030624G23Rik,168,236,191,237,182,245
ENSMUSG00000073164,2410018L13Rik,60,82,76,191,89,161
ENSMUSG00000073173,Gm10477,0,0,0,0,0,0
ENSMUSG00000073174,Gm29254,1465,1677,1737,1790,1272,1612
ENSMUSG00000073176,Zfp449,157,161,190,194,203,185
ENSMUSG00000073177,Gm773,0,0,0,0,0,0
ENSMUSG00000073179,,1,5,2,17,12,10
ENSMUSG00000073184,Gm49957,14,27,29,21,19,24
ENSMUSG00000073197,5730507C01Rik,25,54,35,49,31,43
ENSMUSG00000073198,Bnip3l-ps,1,3,3,4,0,2
ENSMUSG00000073207,Ccdc160,71,69,53,63,62,58
ENSMUSG00000073208,Speer4c1,4,6,5,6,2,8
ENSMUSG00000073209,Klf14,9,6,8,10,8,19
ENSMUSG00000073226,Gm10482,1,0,0,0,0,0
ENSMUSG00000073233,Nfyc-ps,0,0,0,0,0,0
ENSMUSG00000073234,Fam237b,1,2,1,2,3,3
ENSMUSG00000073236,2500004C02Rik,210,223,233,245,234,226
ENSMUSG00000073242,Dnmt3aos,14,27,26,31,20,23
ENSMUSG00000073243,Gm9,0,0,0,0,0,0
ENSMUSG00000073245,Gm14819,0,0,0,0,0,0
ENSMUSG00000073247,Gm10486,0,0,0,0,0,0
ENSMUSG00000073255,Gm14632,0,0,0,0,0,0
ENSMUSG00000073257,Gm10488,0,0,0,0,0,0
ENSMUSG00000073267,Gm1993,0,0,0,0,0,0
ENSMUSG00000073274,,4,6,3,7,6,7
ENSMUSG00000073290,,0,0,0,0,1,0
ENSMUSG00000073291,,9,5,9,5,4,6
ENSMUSG00000073293,Nudt10,972,822,820,866,1089,803
ENSMUSG00000073294,Ezhip,3,5,6,3,4,3
ENSMUSG00000073295,Nudt11,823,814,790,852,1082,811
ENSMUSG00000073367,Gm10493,347,390,352,351,186,350
ENSMUSG00000073371,Gm6594,2,3,1,3,3,5
ENSMUSG00000073374,C030034I22Rik,131,124,123,149,138,128
ENSMUSG00000073375,Lrrc30,0,0,0,0,0,0
ENSMUSG00000073377,AU016765,0,0,1,0,0,0
ENSMUSG00000073380,Arrdc5,11,7,6,8,6,8
ENSMUSG00000073386,9830107B12Rik,0,0,0,0,0,0
ENSMUSG00000073388,,18,26,15,20,13,27
ENSMUSG00000073394,Runx2os1,59,82,70,85,74,91
ENSMUSG00000073396,Esp1,0,0,0,0,0,0
ENSMUSG00000073399,Trim40,5,4,1,7,8,1
ENSMUSG00000073400,Trim10,8,7,0,3,1,1
ENSMUSG00000073402,H2-T26,40,49,38,50,35,53
ENSMUSG00000073403,H2-T7,26,13,15,16,25,19
ENSMUSG00000073405,H2-T11-ps,63,144,97,97,56,153
ENSMUSG00000073406,H2-Bl,95,266,188,176,84,271
ENSMUSG00000073407,Gm6034,647,767,766,682,597,682
ENSMUSG00000073408,Mucl3,0,3,1,3,2,0
ENSMUSG00000073409,H2-Q6,51,79,74,145,141,116
ENSMUSG00000073411,H2-D1,717,1024,1099,1115,829,1162
ENSMUSG00000073412,Lst1,32,39,39,47,64,30
ENSMUSG00000073413,Ly6g6d,29,25,19,23,20,23
ENSMUSG00000073414,Mpig6b,1,0,0,0,0,0
ENSMUSG00000073415,Gm10501,545,671,613,669,514,650
ENSMUSG00000073418,C4b,821,1426,1280,763,1017,794
ENSMUSG00000073420,Btnl5-ps,0,2,2,0,3,2
ENSMUSG00000073421,H2-Ab1,19,41,53,22,17,15
ENSMUSG00000073422,Hsd17b8,431,458,508,499,577,450
ENSMUSG00000073423,Zfp414,811,902,766,813,938,737
ENSMUSG00000073424,Cyp4f15,1109,1459,1104,819,1171,1074
ENSMUSG00000073427,Gm4924,46,52,49,58,41,73
ENSMUSG00000073430,Gm10505,0,0,0,0,0,0
ENSMUSG00000073433,Arhgdig,2263,3335,2773,2616,2045,2452
ENSMUSG00000073434,Wdr90,1322,1946,1651,1490,1482,1424
ENSMUSG00000073435,Nme3,494,533,481,467,461,481
ENSMUSG00000073436,Eme2,1362,1521,1347,2174,2249,1972
ENSMUSG00000073437,D330041H03Rik,1571,1786,1692,1537,1699,1507
ENSMUSG00000073448,Gm10509,42,37,38,26,20,31
ENSMUSG00000073457,Smok2b,43,79,68,41,53,36
ENSMUSG00000073458,Smok2a,42,79,68,40,53,35
ENSMUSG00000073460,Pnldc1,190,209,240,174,286,187
ENSMUSG00000073468,Sft2d1,2029,2673,2774,2923,2790,3185
ENSMUSG00000073471,Rsph3a,647,733,704,902,1061,865
ENSMUSG00000073478,D730003I15Rik,47,58,90,79,74,60
ENSMUSG00000073481,Mtarc2,1349,1600,1387,1426,1556,1315
ENSMUSG00000073482,Gm10517,3,0,1,0,2,1
ENSMUSG00000073485,H3f3aos,40,52,33,38,23,32
ENSMUSG00000073486,Gm10518,9,13,8,36,8,38
ENSMUSG00000073489,Ifi204,6,9,12,5,5,8
ENSMUSG00000073490,Ifi207,10,14,12,5,6,3
ENSMUSG00000073491,Ifi213,5,9,8,2,8,3
ENSMUSG00000073492,Gm10521,4,4,3,1,1,3
ENSMUSG00000073494,Sh2d1b2,1,2,2,3,0,3
ENSMUSG00000073497,Pramel52-ps,3,1,3,0,0,4
ENSMUSG00000073510,Gm7647,0,0,0,0,0,0
ENSMUSG00000073514,Dok6,183,163,114,574,169,416
ENSMUSG00000073528,Gm10530,40,30,25,90,31,89
ENSMUSG00000073529,F830208F22Rik,23,26,39,20,10,20
ENSMUSG00000073530,Pappa2,56,63,53,113,216,81
ENSMUSG00000073532,Gm7276,156,154,145,217,168,226
ENSMUSG00000073535,Gm5532,1,2,3,8,7,1
ENSMUSG00000073538,Gm46246,48,71,65,64,61,73
ENSMUSG00000073542,Cep76,213,256,266,284,225,343
ENSMUSG00000073551,Spink13,151,88,85,122,230,92
ENSMUSG00000073554,,0,0,0,0,0,0
ENSMUSG00000073555,Iigp1c,2,4,10,2,2,3
ENSMUSG00000073557,Ppp1r12b,5019,5280,4893,5921,5517,5093
ENSMUSG00000073559,Gm8618,0,0,0,0,0,0
ENSMUSG00000073563,Csnk1g3,1650,1557,1655,1783,1550,1826
ENSMUSG00000073565,Prr16,377,516,423,469,192,342
